,neuron_1,neuron_2,value,neuron_combination,p,p_adj,session_name,block,n1_cluster,n2_cluster,comb,group
131,1145,1146,-0.048146973199828115,1145_1146,0.458,0.5997619047619048,hamilton_13,base_shock,slow_irregular,fast_firing,slow_irregular-fast_firing,sal
132,1143,1148,0.15349816830781748,1143_1148,0.0,0.0,hamilton_13,base_shock,slow_regular,slow_regular,slow_regular-slow_regular,sal
133,1144,1148,-0.3004135743961061,1144_1148,0.0,0.0,hamilton_13,base_shock,fast_firing,slow_regular,slow_regular-fast_firing,sal
134,1145,1148,0.22434123368215386,1145_1148,0.0,0.0,hamilton_13,base_shock,slow_irregular,slow_regular,slow_irregular-slow_regular,sal
135,1146,1148,0.3579404128677974,1146_1148,0.0,0.0,hamilton_13,base_shock,fast_firing,slow_regular,slow_regular-fast_firing,sal
136,1143,1149,0.1463895117902315,1143_1149,0.002,0.0044,hamilton_13,base_shock,slow_regular,fast_firing,slow_regular-fast_firing,sal
137,1144,1149,0.49678126920109983,1144_1149,0.0,0.0,hamilton_13,base_shock,fast_firing,fast_firing,fast_firing-fast_firing,sal
138,1145,1149,0.6373039592053317,1145_1149,0.0,0.0,hamilton_13,base_shock,slow_irregular,fast_firing,slow_irregular-fast_firing,sal
139,1146,1149,-0.098742986953189,1146_1149,0.032,0.0567741935483871,hamilton_13,base_shock,fast_firing,fast_firing,fast_firing-fast_firing,sal
140,1148,1149,0.043640619225747385,1148_1149,0.564,0.6743478260869564,hamilton_13,base_shock,slow_regular,fast_firing,slow_regular-fast_firing,sal
141,1143,1150,0.0747537636138059,1143_1150,0.136,0.20777777777777778,hamilton_13,base_shock,slow_regular,slow_irregular,slow_irregular-slow_regular,sal
142,1144,1150,0.28229798569819875,1144_1150,0.0,0.0,hamilton_13,base_shock,fast_firing,slow_irregular,slow_irregular-fast_firing,sal
143,1145,1150,0.5505288726864476,1145_1150,0.0,0.0,hamilton_13,base_shock,slow_irregular,slow_irregular,slow_irregular-slow_irregular,sal
144,1146,1150,-0.1054354798303957,1146_1150,0.02,0.039285714285714285,hamilton_13,base_shock,fast_firing,slow_irregular,slow_irregular-fast_firing,sal
145,1148,1150,-0.049384172592603616,1148_1150,0.432,0.5795121951219513,hamilton_13,base_shock,slow_regular,slow_irregular,slow_irregular-slow_regular,sal
146,1149,1150,0.50719860657992,1149_1150,0.0,0.0,hamilton_13,base_shock,fast_firing,slow_irregular,slow_irregular-fast_firing,sal
147,1143,1151,-0.08277807574661367,1143_1151,0.082,0.13264705882352942,hamilton_13,base_shock,slow_regular,slow_regular,slow_regular-slow_regular,sal
148,1144,1151,-0.18123654815456855,1144_1151,0.0,0.0,hamilton_13,base_shock,fast_firing,slow_regular,slow_regular-fast_firing,sal
149,1145,1151,-0.44628903484546234,1145_1151,0.0,0.0,hamilton_13,base_shock,slow_irregular,slow_regular,slow_irregular-slow_regular,sal
150,1146,1151,-0.05721258215426925,1146_1151,0.372,0.5115,hamilton_13,base_shock,fast_firing,slow_regular,slow_regular-fast_firing,sal
151,1148,1151,-0.1752189027433073,1148_1151,0.0,0.0,hamilton_13,base_shock,slow_regular,slow_regular,slow_regular-slow_regular,sal
